StateFIPS,State,CensusTract,Census Tract,Year,Value,Data Comment
48,Texas,48113013725,"Dallas County, TX - 48113013725",2015,11%,
48,Texas,48113013726,"Dallas County, TX - 48113013726",2015,98%,
48,Texas,48113013727,"Dallas County, TX - 48113013727",2015,53%,
48,Texas,48113013803,"Dallas County, TX - 48113013803",2015,96%,
48,Texas,48113013804,"Dallas County, TX - 48113013804",2015,100%,
48,Texas,48113013805,"Dallas County, TX - 48113013805",2015,100%,
48,Texas,48113013806,"Dallas County, TX - 48113013806",2015,61%,
48,Texas,48113013901,"Dallas County, TX - 48113013901",2015,92%,
48,Texas,48113013902,"Dallas County, TX - 48113013902",2015,100%,
48,Texas,48113014001,"Dallas County, TX - 48113014001",2015,100%,
48,Texas,48113014002,"Dallas County, TX - 48113014002",2015,57%,
48,Texas,48113014103,"Dallas County, TX - 48113014103",2015,25%,
48,Texas,48113014113,"Dallas County, TX - 48113014113",2015,53%,
48,Texas,48113014114,"Dallas County, TX - 48113014114",2015,66%,
48,Texas,48113014115,"Dallas County, TX - 48113014115",2015,100%,
48,Texas,48113014116,"Dallas County, TX - 48113014116",2015,23%,
48,Texas,48113014119,"Dallas County, TX - 48113014119",2015,92%,
48,Texas,48113014120,"Dallas County, TX - 48113014120",2015,68%,
48,Texas,48113014121,"Dallas County, TX - 48113014121",2015,72%,
48,Texas,48113014123,"Dallas County, TX - 48113014123",2015,59%,
48,Texas,48113014124,"Dallas County, TX - 48113014124",2015,20%,
48,Texas,48113014126,"Dallas County, TX - 48113014126",2015,58%,
48,Texas,48113014127,"Dallas County, TX - 48113014127",2015,43%,
48,Texas,48113014128,"Dallas County, TX - 48113014128",2015,80%,
48,Texas,48113014129,"Dallas County, TX - 48113014129",2015,72%,
48,Texas,48113014130,"Dallas County, TX - 48113014130",2015,85%,
48,Texas,48113014131,"Dallas County, TX - 48113014131",2015,100%,
48,Texas,48113014132,"Dallas County, TX - 48113014132",2015,100%,
48,Texas,48113014133,"Dallas County, TX - 48113014133",2015,39%,
48,Texas,48113014134,"Dallas County, TX - 48113014134",2015,99%,
48,Texas,48113014135,"Dallas County, TX - 48113014135",2015,69%,
48,Texas,48113014136,"Dallas County, TX - 48113014136",2015,1%,
48,Texas,48113014137,"Dallas County, TX - 48113014137",2015,45%,
48,Texas,48113014138,"Dallas County, TX - 48113014138",2015,100%,
48,Texas,48113014203,"Dallas County, TX - 48113014203",2015,95%,
48,Texas,48113014204,"Dallas County, TX - 48113014204",2015,59%,
48,Texas,48113014205,"Dallas County, TX - 48113014205",2015,65%,
48,Texas,48113014206,"Dallas County, TX - 48113014206",2015,75%,
48,Texas,48113014302,"Dallas County, TX - 48113014302",2015,92%,
48,Texas,48113014306,"Dallas County, TX - 48113014306",2015,39%,
48,Texas,48113014307,"Dallas County, TX - 48113014307",2015,49%,
48,Texas,48113014308,"Dallas County, TX - 48113014308",2015,60%,
48,Texas,48113014309,"Dallas County, TX - 48113014309",2015,98%,
48,Texas,48113014310,"Dallas County, TX - 48113014310",2015,99%,
48,Texas,48113014311,"Dallas County, TX - 48113014311",2015,100%,
48,Texas,48113014312,"Dallas County, TX - 48113014312",2015,39%,
48,Texas,48113014403,"Dallas County, TX - 48113014403",2015,25%,
48,Texas,48113014405,"Dallas County, TX - 48113014405",2015,85%,
48,Texas,48113014406,"Dallas County, TX - 48113014406",2015,82%,
48,Texas,48113014407,"Dallas County, TX - 48113014407",2015,46%,
48,Texas,48113014408,"Dallas County, TX - 48113014408",2015,93%,
48,Texas,48113014501,"Dallas County, TX - 48113014501",2015,79%,
48,Texas,48113014502,"Dallas County, TX - 48113014502",2015,99%,
48,Texas,48113014601,"Dallas County, TX - 48113014601",2015,78%,
48,Texas,48113014602,"Dallas County, TX - 48113014602",2015,17%,
48,Texas,48113014603,"Dallas County, TX - 48113014603",2015,96%,
48,Texas,48113014701,"Dallas County, TX - 48113014701",2015,32%,
48,Texas,48113014702,"Dallas County, TX - 48113014702",2015,74%,
48,Texas,48113014703,"Dallas County, TX - 48113014703",2015,26%,
48,Texas,48113014901,"Dallas County, TX - 48113014901",2015,100%,
48,Texas,48113014902,"Dallas County, TX - 48113014902",2015,36%,
48,Texas,48113015000,"Dallas County, TX - 48113015000",2015,63%,
48,Texas,48113015100,"Dallas County, TX - 48113015100",2015,94%,
48,Texas,48113015202,"Dallas County, TX - 48113015202",2015,51%,
48,Texas,48113015204,"Dallas County, TX - 48113015204",2015,35%,
48,Texas,48113015205,"Dallas County, TX - 48113015205",2015,18%,
48,Texas,48113015206,"Dallas County, TX - 48113015206",2015,9%,
48,Texas,48113015303,"Dallas County, TX - 48113015303",2015,17%,
48,Texas,48113015304,"Dallas County, TX - 48113015304",2015,18%,
48,Texas,48113015305,"Dallas County, TX - 48113015305",2015,37%,
48,Texas,48113015306,"Dallas County, TX - 48113015306",2015,87%,
48,Texas,48113015401,"Dallas County, TX - 48113015401",2015,73%,
48,Texas,48113015403,"Dallas County, TX - 48113015403",2015,85%,
48,Texas,48113015404,"Dallas County, TX - 48113015404",2015,71%,
48,Texas,48113015500,"Dallas County, TX - 48113015500",2015,57%,
48,Texas,48113015600,"Dallas County, TX - 48113015600",2015,48%,
48,Texas,48113015700,"Dallas County, TX - 48113015700",2015,53%,
48,Texas,48113015800,"Dallas County, TX - 48113015800",2015,19%,
48,Texas,48113015900,"Dallas County, TX - 48113015900",2015,17%,
48,Texas,48113016001,"Dallas County, TX - 48113016001",2015,52%,
48,Texas,48113016002,"Dallas County, TX - 48113016002",2015,100%,
48,Texas,48113016100,"Dallas County, TX - 48113016100",2015,36%,
48,Texas,48113016201,"Dallas County, TX - 48113016201",2015,96%,
48,Texas,48113016202,"Dallas County, TX - 48113016202",2015,18%,
48,Texas,48113016301,"Dallas County, TX - 48113016301",2015,71%,
48,Texas,48113016302,"Dallas County, TX - 48113016302",2015,36%,
48,Texas,48113016401,"Dallas County, TX - 48113016401",2015,7%,
48,Texas,48113016406,"Dallas County, TX - 48113016406",2015,16%,
48,Texas,48113016407,"Dallas County, TX - 48113016407",2015,64%,
48,Texas,48113016408,"Dallas County, TX - 48113016408",2015,99%,
48,Texas,48113016409,"Dallas County, TX - 48113016409",2015,81%,
48,Texas,48113016410,"Dallas County, TX - 48113016410",2015,60%,
48,Texas,48113016411,"Dallas County, TX - 48113016411",2015,100%,
48,Texas,48113016412,"Dallas County, TX - 48113016412",2015,85%,
48,Texas,48113016413,"Dallas County, TX - 48113016413",2015,72%,
48,Texas,48113016502,"Dallas County, TX - 48113016502",2015,73%,
48,Texas,48113016509,"Dallas County, TX - 48113016509",2015,36%,
48,Texas,48113016510,"Dallas County, TX - 48113016510",2015,90%,
48,Texas,48113016511,"Dallas County, TX - 48113016511",2015,90%,
48,Texas,48113016513,"Dallas County, TX - 48113016513",2015,44%,
48,Texas,48113016514,"Dallas County, TX - 48113016514",2015,47%,
48,Texas,48113016516,"Dallas County, TX - 48113016516",2015,47%,
48,Texas,48113016517,"Dallas County, TX - 48113016517",2015,78%,
48,Texas,48113016518,"Dallas County, TX - 48113016518",2015,99%,
48,Texas,48113016519,"Dallas County, TX - 48113016519",2015,66%,
48,Texas,48113016520,"Dallas County, TX - 48113016520",2015,51%,
48,Texas,48113016521,"Dallas County, TX - 48113016521",2015,70%,
48,Texas,48113016522,"Dallas County, TX - 48113016522",2015,88%,
48,Texas,48113016523,"Dallas County, TX - 48113016523",2015,74%,
48,Texas,48113016605,"Dallas County, TX - 48113016605",2015,45%,
48,Texas,48113016606,"Dallas County, TX - 48113016606",2015,51%,
48,Texas,48113016607,"Dallas County, TX - 48113016607",2015,0%,
48,Texas,48113016610,"Dallas County, TX - 48113016610",2015,15%,
48,Texas,48113016611,"Dallas County, TX - 48113016611",2015,28%,
48,Texas,48113016612,"Dallas County, TX - 48113016612",2015,43%,
48,Texas,48113016615,"Dallas County, TX - 48113016615",2015,95%,
48,Texas,48113016616,"Dallas County, TX - 48113016616",2015,34%,
48,Texas,48113016617,"Dallas County, TX - 48113016617",2015,42%,
48,Texas,48113016618,"Dallas County, TX - 48113016618",2015,9%,
48,Texas,48113016619,"Dallas County, TX - 48113016619",2015,92%,
48,Texas,48113016620,"Dallas County, TX - 48113016620",2015,22%,
48,Texas,48113016621,"Dallas County, TX - 48113016621",2015,88%,
48,Texas,48113016622,"Dallas County, TX - 48113016622",2015,88%,
48,Texas,48113016623,"Dallas County, TX - 48113016623",2015,2%,
48,Texas,48113016624,"Dallas County, TX - 48113016624",2015,7%,
48,Texas,48113016625,"Dallas County, TX - 48113016625",2015,19%,
48,Texas,48113016626,"Dallas County, TX - 48113016626",2015,88%,
48,Texas,48113016701,"Dallas County, TX - 48113016701",2015,68%,
48,Texas,48113016703,"Dallas County, TX - 48113016703",2015,16%,
48,Texas,48113016704,"Dallas County, TX - 48113016704",2015,19%,
48,Texas,48113016705,"Dallas County, TX - 48113016705",2015,20%,
48,Texas,48113016802,"Dallas County, TX - 48113016802",2015,23%,
48,Texas,48113016803,"Dallas County, TX - 48113016803",2015,79%,
48,Texas,48113016804,"Dallas County, TX - 48113016804",2015,16%,
48,Texas,48113016902,"Dallas County, TX - 48113016902",2015,18%,
48,Texas,48113016903,"Dallas County, TX - 48113016903",2015,2%,
48,Texas,48113017001,"Dallas County, TX - 48113017001",2015,18%,
48,Texas,48113017003,"Dallas County, TX - 48113017003",2015,4%,
48,Texas,48113017004,"Dallas County, TX - 48113017004",2015,2%,
48,Texas,48113017101,"Dallas County, TX - 48113017101",2015,31%,
48,Texas,48113017102,"Dallas County, TX - 48113017102",2015,14%,
48,Texas,48113017201,"Dallas County, TX - 48113017201",2015,47%,
48,Texas,48113017202,"Dallas County, TX - 48113017202",2015,63%,
48,Texas,48113017301,"Dallas County, TX - 48113017301",2015,73%,
48,Texas,48113017303,"Dallas County, TX - 48113017303",2015,2%,
48,Texas,48113017304,"Dallas County, TX - 48113017304",2015,8%,
48,Texas,48113017305,"Dallas County, TX - 48113017305",2015,13%,
48,Texas,48113017306,"Dallas County, TX - 48113017306",2015,36%,
48,Texas,48113017400,"Dallas County, TX - 48113017400",2015,27%,
48,Texas,48113017500,"Dallas County, TX - 48113017500",2015,97%,
48,Texas,48113017602,"Dallas County, TX - 48113017602",2015,69%,
48,Texas,48113017604,"Dallas County, TX - 48113017604",2015,100%,
48,Texas,48113017605,"Dallas County, TX - 48113017605",2015,96%,
48,Texas,48113017606,"Dallas County, TX - 48113017606",2015,87%,
48,Texas,48113017702,"Dallas County, TX - 48113017702",2015,81%,
48,Texas,48113017703,"Dallas County, TX - 48113017703",2015,63%,
48,Texas,48113017704,"Dallas County, TX - 48113017704",2015,85%,
48,Texas,48113017804,"Dallas County, TX - 48113017804",2015,99%,
48,Texas,48113017805,"Dallas County, TX - 48113017805",2015,72%,
48,Texas,48113017806,"Dallas County, TX - 48113017806",2015,21%,
48,Texas,48113017807,"Dallas County, TX - 48113017807",2015,72%,
48,Texas,48113017808,"Dallas County, TX - 48113017808",2015,83%,
48,Texas,48113017811,"Dallas County, TX - 48113017811",2015,95%,
48,Texas,48113017812,"Dallas County, TX - 48113017812",2015,38%,
48,Texas,48113017813,"Dallas County, TX - 48113017813",2015,11%,
48,Texas,48113017814,"Dallas County, TX - 48113017814",2015,47%,
48,Texas,48113017900,"Dallas County, TX - 48113017900",2015,79%,
48,Texas,48113018001,"Dallas County, TX - 48113018001",2015,3%,
48,Texas,48113018002,"Dallas County, TX - 48113018002",2015,15%,
48,Texas,48113018104,"Dallas County, TX - 48113018104",2015,25%,
48,Texas,48113018105,"Dallas County, TX - 48113018105",2015,94%,
48,Texas,48113018110,"Dallas County, TX - 48113018110",2015,68%,
48,Texas,48113018111,"Dallas County, TX - 48113018111",2015,88%,
48,Texas,48113018118,"Dallas County, TX - 48113018118",2015,85%,
48,Texas,48113018120,"Dallas County, TX - 48113018120",2015,12%,
48,Texas,48113018121,"Dallas County, TX - 48113018121",2015,96%,
48,Texas,48113018122,"Dallas County, TX - 48113018122",2015,22%,
48,Texas,48113018123,"Dallas County, TX - 48113018123",2015,0%,
48,Texas,48113018124,"Dallas County, TX - 48113018124",2015,29%,
48,Texas,48113018126,"Dallas County, TX - 48113018126",2015,92%,
48,Texas,48113018127,"Dallas County, TX - 48113018127",2015,92%,
48,Texas,48113018128,"Dallas County, TX - 48113018128",2015,94%,
48,Texas,48113018129,"Dallas County, TX - 48113018129",2015,99%,
48,Texas,48113018130,"Dallas County, TX - 48113018130",2015,40%,
48,Texas,48113018132,"Dallas County, TX - 48113018132",2015,77%,
48,Texas,48113018133,"Dallas County, TX - 48113018133",2015,52%,
48,Texas,48113018134,"Dallas County, TX - 48113018134",2015,26%,
48,Texas,48113018135,"Dallas County, TX - 48113018135",2015,94%,
48,Texas,48113018136,"Dallas County, TX - 48113018136",2015,20%,
48,Texas,48113018137,"Dallas County, TX - 48113018137",2015,50%,
48,Texas,48113018138,"Dallas County, TX - 48113018138",2015,57%,
48,Texas,48113018139,"Dallas County, TX - 48113018139",2015,30%,
48,Texas,48113018140,"Dallas County, TX - 48113018140",2015,5%,
48,Texas,48113018141,"Dallas County, TX - 48113018141",2015,60%,
48,Texas,48113018142,"Dallas County, TX - 48113018142",2015,31%,
48,Texas,48113018203,"Dallas County, TX - 48113018203",2015,89%,
48,Texas,48113018204,"Dallas County, TX - 48113018204",2015,51%,
48,Texas,48113018205,"Dallas County, TX - 48113018205",2015,29%,
48,Texas,48113018206,"Dallas County, TX - 48113018206",2015,20%,
48,Texas,48113018300,"Dallas County, TX - 48113018300",2015,91%,
48,Texas,48113018401,"Dallas County, TX - 48113018401",2015,50%,
48,Texas,48113018402,"Dallas County, TX - 48113018402",2015,81%,
48,Texas,48113018403,"Dallas County, TX - 48113018403",2015,32%,
48,Texas,48113018501,"Dallas County, TX - 48113018501",2015,39%,
48,Texas,48113018503,"Dallas County, TX - 48113018503",2015,92%,
48,Texas,48113018505,"Dallas County, TX - 48113018505",2015,0%,
48,Texas,48113018506,"Dallas County, TX - 48113018506",2015,17%,
48,Texas,48113018600,"Dallas County, TX - 48113018600",2015,56%,
48,Texas,48113018700,"Dallas County, TX - 48113018700",2015,89%,
48,Texas,48113018801,"Dallas County, TX - 48113018801",2015,61%,
48,Texas,48113018802,"Dallas County, TX - 48113018802",2015,96%,
48,Texas,48113018900,"Dallas County, TX - 48113018900",2015,73%,
48,Texas,48113019004,"Dallas County, TX - 48113019004",2015,85%,
48,Texas,48113019013,"Dallas County, TX - 48113019013",2015,8%,
48,Texas,48113019014,"Dallas County, TX - 48113019014",2015,76%,
48,Texas,48113019016,"Dallas County, TX - 48113019016",2015,2%,
48,Texas,48113019018,"Dallas County, TX - 48113019018",2015,76%,
48,Texas,48113019019,"Dallas County, TX - 48113019019",2015,76%,
48,Texas,48113019020,"Dallas County, TX - 48113019020",2015,65%,
48,Texas,48113019021,"Dallas County, TX - 48113019021",2015,94%,
48,Texas,48113019023,"Dallas County, TX - 48113019023",2015,80%,
48,Texas,48113019024,"Dallas County, TX - 48113019024",2015,96%,
48,Texas,48113019025,"Dallas County, TX - 48113019025",2015,51%,
48,Texas,48113019026,"Dallas County, TX - 48113019026",2015,66%,
48,Texas,48113019027,"Dallas County, TX - 48113019027",2015,84%,
48,Texas,48113019028,"Dallas County, TX - 48113019028",2015,100%,
48,Texas,48113019029,"Dallas County, TX - 48113019029",2015,50%,
48,Texas,48113019031,"Dallas County, TX - 48113019031",2015,48%,
48,Texas,48113019032,"Dallas County, TX - 48113019032",2015,100%,
48,Texas,48113019033,"Dallas County, TX - 48113019033",2015,82%,
48,Texas,48113019034,"Dallas County, TX - 48113019034",2015,45%,
48,Texas,48113019035,"Dallas County, TX - 48113019035",2015,75%,
48,Texas,48113019036,"Dallas County, TX - 48113019036",2015,84%,
48,Texas,48113019037,"Dallas County, TX - 48113019037",2015,98%,
48,Texas,48113019038,"Dallas County, TX - 48113019038",2015,25%,
48,Texas,48113019039,"Dallas County, TX - 48113019039",2015,86%,
48,Texas,48113019040,"Dallas County, TX - 48113019040",2015,43%,
48,Texas,48113019041,"Dallas County, TX - 48113019041",2015,90%,
48,Texas,48113019042,"Dallas County, TX - 48113019042",2015,14%,
48,Texas,48113019043,"Dallas County, TX - 48113019043",2015,8%,
48,Texas,48113019100,"Dallas County, TX - 48113019100",2015,57%,
48,Texas,48113019202,"Dallas County, TX - 48113019202",2015,15%,
48,Texas,48113019203,"Dallas County, TX - 48113019203",2015,74%,
48,Texas,48113019204,"Dallas County, TX - 48113019204",2015,88%,
48,Texas,48113019205,"Dallas County, TX - 48113019205",2015,68%,
48,Texas,48113019206,"Dallas County, TX - 48113019206",2015,68%,
48,Texas,48113019208,"Dallas County, TX - 48113019208",2015,72%,
48,Texas,48113019210,"Dallas County, TX - 48113019210",2015,100%,
48,Texas,48113019211,"Dallas County, TX - 48113019211",2015,68%,
48,Texas,48113019212,"Dallas County, TX - 48113019212",2015,100%,
48,Texas,48113019213,"Dallas County, TX - 48113019213",2015,94%,
48,Texas,48113019301,"Dallas County, TX - 48113019301",2015,100%,
48,Texas,48113019302,"Dallas County, TX - 48113019302",2015,100%,
48,Texas,48113019400,"Dallas County, TX - 48113019400",2015,100%,
48,Texas,48113019501,"Dallas County, TX - 48113019501",2015,97%,
48,Texas,48113019502,"Dallas County, TX - 48113019502",2015,99%,
48,Texas,48113019600,"Dallas County, TX - 48113019600",2015,98%,
48,Texas,48113019700,"Dallas County, TX - 48113019700",2015,93%,
48,Texas,48113019800,"Dallas County, TX - 48113019800",2015,100%,
48,Texas,48113019900,"Dallas County, TX - 48113019900",2015,39%,
48,Texas,48113020000,"Dallas County, TX - 48113020000",2015,39%,
48,Texas,48113020100,"Dallas County, TX - 48113020100",2015,73%,
48,Texas,48113020200,"Dallas County, TX - 48113020200",2015,57%,
48,Texas,48113020300,"Dallas County, TX - 48113020300",2015,96%,
48,Texas,48113020400,"Dallas County, TX - 48113020400",2015,100%,
48,Texas,48113020500,"Dallas County, TX - 48113020500",2015,88%,
48,Texas,48113020600,"Dallas County, TX - 48113020600",2015,9%,
48,Texas,48113020700,"Dallas County, TX - 48113020700",2015,68%,
48,Texas,48113980000,"Dallas County, TX - 48113980000",2015,10%,
48,Texas,48113980100,"Dallas County, TX - 48113980100",2015,62%,
48,Texas,48115950401,"Dawson County, TX - 48115950401",2015,14%,
48,Texas,48115950402,"Dawson County, TX - 48115950402",2015,7%,
48,Texas,48115950500,"Dawson County, TX - 48115950500",2015,86%,
48,Texas,48115950600,"Dawson County, TX - 48115950600",2015,0%,
48,Texas,48117950300,"Deaf Smith County, TX - 48117950300",2015,50%,
48,Texas,48117950400,"Deaf Smith County, TX - 48117950400",2015,70%,
48,Texas,48117950500,"Deaf Smith County, TX - 48117950500",2015,73%,
48,Texas,48117950600,"Deaf Smith County, TX - 48117950600",2015,0%,
48,Texas,48119950100,"Delta County, TX - 48119950100",2015,15%,
48,Texas,48119950200,"Delta County, TX - 48119950200",2015,87%,
48,Texas,48121020103,"Denton County, TX - 48121020103",2015,48%,
48,Texas,48121020104,"Denton County, TX - 48121020104",2015,0%,
48,Texas,48121020105,"Denton County, TX - 48121020105",2015,35%,
48,Texas,48121020106,"Denton County, TX - 48121020106",2015,50%,
48,Texas,48121020107,"Denton County, TX - 48121020107",2015,81%,
48,Texas,48121020108,"Denton County, TX - 48121020108",2015,95%,
48,Texas,48121020109,"Denton County, TX - 48121020109",2015,1%,
48,Texas,48121020110,"Denton County, TX - 48121020110",2015,16%,
48,Texas,48121020111,"Denton County, TX - 48121020111",2015,80%,
48,Texas,48121020112,"Denton County, TX - 48121020112",2015,28%,
48,Texas,48121020113,"Denton County, TX - 48121020113",2015,82%,
48,Texas,48121020114,"Denton County, TX - 48121020114",2015,97%,
48,Texas,48121020115,"Denton County, TX - 48121020115",2015,88%,
48,Texas,48121020202,"Denton County, TX - 48121020202",2015,0%,
48,Texas,48121020203,"Denton County, TX - 48121020203",2015,12%,
48,Texas,48121020204,"Denton County, TX - 48121020204",2015,20%,
48,Texas,48121020205,"Denton County, TX - 48121020205",2015,32%,
48,Texas,48121020303,"Denton County, TX - 48121020303",2015,16%,
48,Texas,48121020305,"Denton County, TX - 48121020305",2015,95%,
48,Texas,48121020306,"Denton County, TX - 48121020306",2015,46%,
48,Texas,48121020307,"Denton County, TX - 48121020307",2015,94%,
48,Texas,48121020308,"Denton County, TX - 48121020308",2015,4%,
48,Texas,48121020309,"Denton County, TX - 48121020309",2015,3%,
48,Texas,48121020310,"Denton County, TX - 48121020310",2015,0%,
48,Texas,48121020401,"Denton County, TX - 48121020401",2015,2%,
48,Texas,48121020402,"Denton County, TX - 48121020402",2015,63%,
48,Texas,48121020403,"Denton County, TX - 48121020403",2015,66%,
48,Texas,48121020503,"Denton County, TX - 48121020503",2015,57%,
48,Texas,48121020504,"Denton County, TX - 48121020504",2015,1%,
48,Texas,48121020505,"Denton County, TX - 48121020505",2015,55%,
48,Texas,48121020506,"Denton County, TX - 48121020506",2015,41%,
48,Texas,48121020601,"Denton County, TX - 48121020601",2015,47%,
48,Texas,48121020602,"Denton County, TX - 48121020602",2015,38%,
48,Texas,48121020700,"Denton County, TX - 48121020700",2015,63%,
48,Texas,48121020800,"Denton County, TX - 48121020800",2015,11%,
48,Texas,48121020900,"Denton County, TX - 48121020900",2015,13%,
48,Texas,48121021000,"Denton County, TX - 48121021000",2015,6%,
48,Texas,48121021100,"Denton County, TX - 48121021100",2015,37%,
48,Texas,48121021201,"Denton County, TX - 48121021201",2015,20%,
48,Texas,48121021202,"Denton County, TX - 48121021202",2015,86%,
48,Texas,48121021301,"Denton County, TX - 48121021301",2015,32%,
48,Texas,48121021303,"Denton County, TX - 48121021303",2015,37%,
48,Texas,48121021304,"Denton County, TX - 48121021304",2015,54%,
48,Texas,48121021305,"Denton County, TX - 48121021305",2015,91%,
48,Texas,48121021403,"Denton County, TX - 48121021403",2015,97%,
48,Texas,48121021404,"Denton County, TX - 48121021404",2015,88%,
48,Texas,48121021405,"Denton County, TX - 48121021405",2015,65%,
48,Texas,48121021406,"Denton County, TX - 48121021406",2015,75%,
48,Texas,48121021407,"Denton County, TX - 48121021407",2015,27%,
48,Texas,48121021408,"Denton County, TX - 48121021408",2015,56%,
48,Texas,48121021409,"Denton County, TX - 48121021409",2015,65%,
48,Texas,48121021502,"Denton County, TX - 48121021502",2015,95%,
48,Texas,48121021505,"Denton County, TX - 48121021505",2015,95%,
48,Texas,48121021512,"Denton County, TX - 48121021512",2015,83%,
48,Texas,48121021513,"Denton County, TX - 48121021513",2015,100%,
48,Texas,48121021514,"Denton County, TX - 48121021514",2015,100%,
48,Texas,48121021515,"Denton County, TX - 48121021515",2015,96%,
48,Texas,48121021516,"Denton County, TX - 48121021516",2015,100%,
48,Texas,48121021517,"Denton County, TX - 48121021517",2015,100%,
48,Texas,48121021518,"Denton County, TX - 48121021518",2015,96%,
48,Texas,48121021519,"Denton County, TX - 48121021519",2015,73%,
48,Texas,48121021520,"Denton County, TX - 48121021520",2015,85%,
48,Texas,48121021521,"Denton County, TX - 48121021521",2015,100%,
48,Texas,48121021522,"Denton County, TX - 48121021522",2015,100%,
48,Texas,48121021523,"Denton County, TX - 48121021523",2015,100%,
48,Texas,48121021524,"Denton County, TX - 48121021524",2015,89%,
48,Texas,48121021525,"Denton County, TX - 48121021525",2015,39%,
48,Texas,48121021526,"Denton County, TX - 48121021526",2015,16%,
48,Texas,48121021527,"Denton County, TX - 48121021527",2015,8%,
48,Texas,48121021611,"Denton County, TX - 48121021611",2015,98%,
48,Texas,48121021612,"Denton County, TX - 48121021612",2015,99%,
48,Texas,48121021613,"Denton County, TX - 48121021613",2015,100%,
48,Texas,48121021614,"Denton County, TX - 48121021614",2015,95%,
48,Texas,48121021615,"Denton County, TX - 48121021615",2015,100%,
48,Texas,48121021616,"Denton County, TX - 48121021616",2015,97%,
48,Texas,48121021618,"Denton County, TX - 48121021618",2015,88%,
48,Texas,48121021619,"Denton County, TX - 48121021619",2015,57%,
48,Texas,48121021620,"Denton County, TX - 48121021620",2015,0%,
48,Texas,48121021621,"Denton County, TX - 48121021621",2015,28%,
48,Texas,48121021622,"Denton County, TX - 48121021622",2015,54%,
48,Texas,48121021623,"Denton County, TX - 48121021623",2015,10%,
48,Texas,48121021624,"Denton County, TX - 48121021624",2015,71%,
48,Texas,48121021625,"Denton County, TX - 48121021625",2015,19%,
48,Texas,48121021626,"Denton County, TX - 48121021626",2015,16%,
48,Texas,48121021627,"Denton County, TX - 48121021627",2015,92%,
48,Texas,48121021628,"Denton County, TX - 48121021628",2015,78%,
48,Texas,48121021629,"Denton County, TX - 48121021629",2015,0%,
48,Texas,48121021630,"Denton County, TX - 48121021630",2015,28%,
48,Texas,48121021631,"Denton County, TX - 48121021631",2015,52%,
48,Texas,48121021632,"Denton County, TX - 48121021632",2015,99%,
48,Texas,48121021633,"Denton County, TX - 48121021633",2015,94%,
48,Texas,48121021634,"Denton County, TX - 48121021634",2015,100%,
48,Texas,48121021635,"Denton County, TX - 48121021635",2015,100%,
48,Texas,48121021636,"Denton County, TX - 48121021636",2015,100%,
48,Texas,48121021637,"Denton County, TX - 48121021637",2015,57%,
48,Texas,48121021638,"Denton County, TX - 48121021638",2015,100%,
48,Texas,48121021715,"Denton County, TX - 48121021715",2015,82%,
48,Texas,48121021716,"Denton County, TX - 48121021716",2015,72%,
48,Texas,48121021717,"Denton County, TX - 48121021717",2015,86%,
48,Texas,48121021718,"Denton County, TX - 48121021718",2015,41%,
48,Texas,48121021719,"Denton County, TX - 48121021719",2015,52%,
48,Texas,48121021720,"Denton County, TX - 48121021720",2015,100%,
48,Texas,48121021721,"Denton County, TX - 48121021721",2015,100%,
48,Texas,48121021722,"Denton County, TX - 48121021722",2015,100%,
48,Texas,48121021723,"Denton County, TX - 48121021723",2015,54%,
48,Texas,48121021724,"Denton County, TX - 48121021724",2015,98%,
48,Texas,48121021725,"Denton County, TX - 48121021725",2015,80%,
48,Texas,48121021726,"Denton County, TX - 48121021726",2015,89%,
48,Texas,48121021727,"Denton County, TX - 48121021727",2015,80%,
48,Texas,48121021728,"Denton County, TX - 48121021728",2015,26%,
48,Texas,48121021729,"Denton County, TX - 48121021729",2015,80%,
48,Texas,48121021730,"Denton County, TX - 48121021730",2015,90%,
48,Texas,48121021731,"Denton County, TX - 48121021731",2015,94%,
48,Texas,48121021732,"Denton County, TX - 48121021732",2015,91%,
48,Texas,48121021733,"Denton County, TX - 48121021733",2015,19%,
48,Texas,48121021734,"Denton County, TX - 48121021734",2015,2%,
48,Texas,48121021735,"Denton County, TX - 48121021735",2015,0%,
48,Texas,48121021736,"Denton County, TX - 48121021736",2015,0%,
48,Texas,48121021737,"Denton County, TX - 48121021737",2015,12%,
48,Texas,48121021738,"Denton County, TX - 48121021738",2015,37%,
48,Texas,48121021739,"Denton County, TX - 48121021739",2015,12%,
48,Texas,48121021740,"Denton County, TX - 48121021740",2015,100%,
48,Texas,48121021741,"Denton County, TX - 48121021741",2015,88%,
48,Texas,48121021742,"Denton County, TX - 48121021742",2015,66%,
48,Texas,48121021743,"Denton County, TX - 48121021743",2015,100%,
48,Texas,48121021744,"Denton County, TX - 48121021744",2015,90%,
48,Texas,48121021745,"Denton County, TX - 48121021745",2015,89%,
48,Texas,48121021746,"Denton County, TX - 48121021746",2015,16%,
48,Texas,48121021747,"Denton County, TX - 48121021747",2015,97%,
48,Texas,48121021748,"Denton County, TX - 48121021748",2015,84%,
48,Texas,48121021749,"Denton County, TX - 48121021749",2015,6%,
48,Texas,48121021750,"Denton County, TX - 48121021750",2015,68%,
48,Texas,48121021751,"Denton County, TX - 48121021751",2015,74%,
48,Texas,48121021752,"Denton County, TX - 48121021752",2015,49%,
